player,season,contract_length
Malcolm Lee,2017,3
Shawn Long,2017,3
Spencer Dinwiddie,2017,3
Zaza Pachulia,2017,1
Nene Hilario,2017,1
Marreese Speights,2017,2
Aaron Brooks,2017,1
A.J. Hammons,2017,3
DeAndre Liggins,2017,2
Joel Bolomboy,2017,3
Randy Foye,2017,1
Semaj Christon,2017,3
Chinanu Onuaku,2017,3
Michael Gbinije,2017,3
Georges Niang,2017,3
Ben Bentil,2017,3
Kay Felder,2017,3
Marshall Plumlee,2017,3
Quincy Ford,2017,3
Daniel Ochefu,2017,3
Nicolas Brussino,2017,3
Jonathan Gibson,2017,3
Livio Jean-Charles,2017,2
Tony Wroten Jr.,2017,2
Quincy Acy,2017,2
Pablo Prigioni,2017,2
Willie Reed,2017,2
Anthony Bennett,2017,2
Isaiah Canaan,2017,2
Ryan Kelly,2017,2
Robbie Hummel,2017,2
Joe Harris,2017,2
Jarnell Stokes,2017,2
Spencer Dinwiddie,2017,2
Archie Goodwin,2017,2
Christian Wood,2017,2
Jordan Crawford,2017,2
R.J. Hunter,2017,2
Anthony Brown,2017,2
Johnny O'Bryant,2017,2
Archie Goodwin,2017,2
Briante Weber,2017,2
Raymond Felton,2017,1
Anderson Varejao,2017,1
Brandon Bass,2017,1
Jason Terry,2017,1
Steve Novak,2017,1
Elton Brand,2017,1
Dorell Wright,2017,1
Rasual Butler,2017,1
David West,2017,1
Louis Amundson,2017,1
Jarrett Jack,2017,1
James Jones,2017,1
Metta World Peace,2017,1
Beno Udrih,2017,1
Chris Andersen,2017,1
Dahntay Jones,2017,1
Elijah Millsap,2017,2
Okaro White,2017,2
Axel Toupane,2017,2
Patricio Garino,2017,2
Chasson Randle,2017,2
Davis Bertans,2017,2
D.J. Stephens,2017,2
Maurice N'dour,2017,2
Patrick McCaw,2017,2
Diamond Stone,2017,2
Marcus Paige,2017,2
James Webb III,2017,2
Gary Payton II,2017,2
Isaiah Taylor,2017,2
Kyle Wiltjer,2017,2
Ryan Arcidiacono,2017,2
Sheldon McClellan,2017,2
Matt Costello,2017,2
Shawn Long,2017,2
Fred VanVleet,2017,2
Stefan Jankovic,2017,2
Bryn Forbes,2017,2
Okaro White,2017,2
Danuel House Jr.,2017,2
Brandon Paul,2017,2
Kyle Collinsworth,2017,2
Jarrod Uthoff,2017,2
Cat Barber,2017,2
Mike Tobey,2017,2
Tim Quarterman,2017,2
Troy Williams,2017,2
Patricio Garino,2017,2
Zach Auguste,2017,2
Damion Lee,2017,2
Marcus Georges-Hunt,2017,2
Jordan Farmar,2017,1
Sasha Vujacic,2017,1
Joel Anthony,2017,1
Gerald Green,2017,1
Will Bynum,2017,1
JaVale McGee,2017,1
John Lucas III,2017,1
Yogi Ferrell,2017,2
Alonzo Gee,2017,1
Wayne Selden,2017,2
David Nwaba,2017,2
Jarrod Uthoff,2017,2
Gary Payton II,2017,2
Jordan Farmar,2017,1
Quinn Cook,2017,2
Ty Lawson,2017,1
Chase Budinger,2017,1
Marcus Thornton,2017,1
Toney Douglas,2017,1
Alan Anderson,2017,1
Reggie Williams,2017,1
Lance Stephenson,2017,1
Brandon Jennings,2017,1
Alonzo Gee,2017,1
Xavier Henry,2017,1
Elliot Williams,2017,1
Greg Stiemsma,2017,1
Thomas Robinson,2017,1
Terrence Jones,2017,1
Orlando Johnson,2017,1
Robert Sacre,2017,1
Chris Copeland,2017,1
Brian Roberts,2017,1
Henry Sims,2017,1
Julyan Stone,2017,1
Ray McCallum,2017,1
Ryan Kelly,2017,1
Ryan Kelly,2017,1
Phil Pressey,2017,1
Ian Clark,2017,1
Jorge Gutierrez,2017,1
Toney Douglas,2017,1
Chris Wright,2017,1
Arinze Onuaku,2017,1
Toure Murry,2017,1
P.J. Hairston,2017,1
Damien Inglis,2017,1
Cleanthony Early,2017,1
Johnny O'Bryant,2017,1
Markel Brown,2017,1
Cory Jefferson,2017,1
Damjan Rudez,2017,1
Eric Moreland,2017,1
James McAdoo,2017,1
JaKarr Sampson,2017,1
Keith Benson,2017,1
Eric Dawson,2017,1
D.J. Kennedy,2017,1
Kevin Murphy,2017,1
Dionte Christmas,2017,1
Grant Jerrett,2017,1
Casper Ware,2017,1
Nick Johnson,2017,1
Travis Wear,2017,1
Jabari Brown,2017,1
John Holland,2017,1
Brandon Dawson,2017,1
Luis Montero,2017,1
Cliff Alexander,2017,1
J.J. O'Brien,2017,1
Xavier Munford,2017,1
Reggie Williams,2017,1
Bobby Brown,2017,1
Donatas Motiejunas,2017,1
Ron Baker,2017,1
Yogi Ferrell,2017,1
Matt Costello,2017,1
Quincy Ford,2017,1
Egidijus Mockevicius,2017,1
Jameel Warney,2017,1
Keith Hornsby,2017,1
Wayne Selden,2017,1
Beau Beech,2017,1
Chasson Randle,2017,1
Rasheed Sulaimon,2017,1
Shawn Dawson,2017,1
Alex Poythress,2017,1
Marcus Georges-Hunt,2017,1
Trey Freeman,2017,1
Julian Jacobs,2017,1
Nicolas Laprovittola,2017,1
Andrew Andrews,2017,1
Nick Zeisloft,2017,1
Elgin Cook,2017,1
Jalen Jones,2017,1
D'Vauntes Smith-Rivera,2017,1
Shaquille Harrison,2017,1
Nikola Jovanovic,2017,1
C.J. Williams,2017,1
J.J. Avila,2017,1
Alex Caruso,2017,1
Kaleb Tarczewski,2017,1
Thomas Walkup,2017,1
Scott Wood,2017,1
Derek Cooke,2017,1
Gracin Bakumanya,2017,1
Josh Magette,2017,1
Jaleel Cousins,2017,1
Vashil Fernandez,2017,1
Kellen Dunham,2017,1
Ramon Galloway,2017,1
Mamadou N’Diaye,2017,1
Perry Ellis,2017,1
Bobby Brown,2017,1
Ryan Richards,2017,1
Tomislav Zubcic,2017,1
Marcus Denmon,2017,1
E.J. Singler,2017,1
Cameron Jones,2017,1
Alec Brown,2017,1
Brady Heslip,2017,1
Chris Crawford,2017,1
Richard Solomon,2017,1
Drew Crawford,2017,1
J.P. Tokoto,2017,1
Yanick Moreira,2017,1
Jonathan Holmes,2017,1
Treveon Graham,2017,1
Vince Hunter,2017,1
Vince Hunter,2017,1
Quinn Cook,2017,1
Jaleel Roberts,2017,1
Ben Bentil,2017,1
Isaiah Cousins,2017,1
Joel Anthony,2017,1
Jonathan Gibson,2017,1
Ronnie Price,2017,1
Deron Williams,2017,1
Jose Calderon,2017,1
Matt Barnes,2017,1
Andrew Bogut,2017,1
Toney Douglas,2017,1
Pierre Jackson,2017,1
Jason Thompson,2017,1
Norris Cole,2017,1
Ryan Kelly,2017,1
Derrick Williams,2017,1
Terrence Jones,2017,1
Lamar Patterson,2017,1
Yogi Ferrell,2017,1
Larry Sanders,2017,1
Omri Casspi,2017,1
Troy Williams,2017,1
Cliff Alexander,2017,1
Prince Ibeh,2017,1
Dahntay Jones,2017,1
Alex Poythress,2017,1
