PLAYER;2003/04
Aaron Williams;$2,925,000
Chris Bosh;$2,911,320
Chris Mihm;$2,809,494
Michael Curry;$2,800,000
George Lynch;$2,800,000
Jason Richardson;$2,789,280
Nikoloz Tskitishvili;$2,720,760
Pat Garrity;$2,643,750
Greg Buckner;$2,640,000
Dwyane Wade;$2,636,400
Wang Zhizhi;$2,620,943
Pau Gasol;$2,618,395
John Amaechi;$2,610,000
Jamal Crawford;$2,577,937
Shane Battier;$2,533,440
Andrew DeClercq;$2,500,000
Predrag Drobnjak;$2,500,000
Eric Piatkowski;$2,500,000
Earl Boykins;$2,500,000
Lucious Harris;$2,500,000
Darrell Armstrong;$2,475,000
Dajuan Wagner;$2,471,280
Kevin Ollie;$2,458,500
Ira Newble;$2,458,500
Stacey Augmon;$2,400,000
Chris Kaman;$2,394,600
Joel Przybilla;$2,373,309
Eddie Griffin;$2,312,760
Cory Alexander;$2,302,778
Keyon Dooling;$2,256,444
Etan Thomas;$2,200,942
Antonio Daniels;$2,200,000
Jim Jackson;$2,200,000
Kirk Hinrich;$2,185,920
Courtney Alexander;$2,168,193
Bimbo Coles;$2,120,000
DeSagana Diop;$2,118,840
Nen?;$2,102,840
Troy Hudson;$2,100,000
Chris Wilcox;$2,066,760
TJ Ford;$2,002,680
Hidayet Turkoglu;$1,995,611
Rodney White;$1,947,600
Marko Jaric;$1,925,000
Amare Stoudemire;$1,899,720
Desmond Mason;$1,898,312
Joe Johnson;$1,850,160
Mike Sweetney;$1,840,800
Quentin Richardson;$1,805,735
Caron Butler;$1,804,680
Nate Huffman;$1,760,000
Kedrick Brown;$1,757,640
Jarvis Hayes;$1,748,760
Jamaal Magloire;$1,726,771
Jared Jeffries;$1,714,440
Samaki Walker;$1,700,000
Corie Blount;$1,680,000
Vladimir Radmanovic;$1,669,800
Morris Peterson;$1,646,079
Melvin Ely;$1,628,760
DeShawn Stevenson;$1,616,087
Jerome Moiso;$1,600,000
Cezary Trybanski;$1,600,000
Dalibor Bagaric;$1,599,076
Richard Jefferson;$1,586,280
Iakovos Tsakalidis;$1,580,702
Nick Collison;$1,578,240
Marcus Haislip;$1,547,280
Gordan Giricek;$1,540,000
Michael Doleac;$1,540,000
Stanislav Medvedenko;$1,540,000
Mickael Pietrus;$1,527,946
Malik Allen;$1,510,000
Troy Murphy;$1,506,960
Fred Jones;$1,506,000
Jake Voskuhl;$1,500,000
Tyronn Lue;$1,500,000
Erick Strickland;$1,500,000
Brian Skinner;$1,500,000
Karl Malone;$1,500,000
Mark Jackson;$1,500,000
Jumaine Jones;$1,500,000
Marcus Banks;$1,499,400
Manu Ginobili;$1,457,500
Steven Hunter;$1,431,600
Luke Ridnour;$1,424,400
Bostjan Nachbar;$1,396,440
Kirk Haston;$1,360,080
Reece Gaines;$1,353,120
Earl Watson;$1,336,500
Jiri Welsch;$1,326,600
Bryce Drew;$1,300,000
Michael Bradley;$1,292,040
Troy Bell;$1,285,440
Juan Dixon;$1,260,360
Jarron Collins;$1,250,000
Ryan Bowen;$1,250,000
Jason Collins;$1,227,480
Zarko Cabarkapa;$1,221,240
Daniel Santiago;$1,200,000
Voshon Lenard;$1,200,000
Walter McCarty;$1,200,000
Curtis Borchardt;$1,187,240
Zach Randolph;$1,172,160
Chris Childs;$1,166,667
David West;$1,160,160
Ryan Humphrey;$1,143,360
Jeryl Sasser;$1,125,729
Brendan Haywood;$1,125,360
Aleksandar Pavlovic;$1,107,960
Mehmet Okur;$1,100,000
Kareem Rush;$1,097,640
Joseph Forte;$1,080,360
Chris Whitney;$1,070,000
Kevin Willis;$1,070,000
Tony Massenburg;$1,070,000
Anthony Peeler;$1,070,000
Scott Williams;$1,070,000
Steve Smith;$1,070,000
Sean Rooks;$1,070,000
Horace Grant;$1,070,000
Bryon Russell;$1,070,000
Olden Polynice;$1,070,000
Kenny Anderson;$1,070,000
Popeye Jones;$1,070,000
Calbert Cheaney;$1,070,000
Kendall Gill;$1,070,000
Dahntay Jones;$1,063,680
Qyntel Woods;$1,053,720
Boris Diaw;$1,021,080
Casey Jacobsen;$1,011,600
Monty Williams;$1,000,000
Stephen Jackson;$1,000,000
Dion Glover;$1,000,000
Brandon Armstrong;$995,650
Zoran Planinic;$980,280
Efthimios Rentzias;$971,160
Tayshaun Prince;$971,160
Robert Pack;$965,610
Andrei Kirilenko;$955,800
Mark Blount;$944,922
Travis Outlaw;$941,040
Gary Trent;$938,679
Fred Hoiberg;$938,679
Travis Best;$938,679
Gerald Wallace;$917,520
Brian Cook;$903,360
Frank Williams;$894,960
Rod Strickland;$887,317
Samuel Dalembert;$887,160
Mitchell Butler;$876,179
John Salmons;$865,320
Primoz Brezec;$861,600
Jamaal Tinsley;$861,600
Tony Parker;$856,200
Chris Jefferies;$840,360
Ndudi Ebi;$838,560
Dan Dickau;$835,200
Maciej Lampe;$829,000
Robert Traylor;$825,000
Kendrick Perkins;$814,320
John Wallace;$813,679
Anthony Johnson;$813,679
Darvin Ham;$813,679
Rick Brunson;$813,679
Jacque Vaughn;$813,679
Leandro Barbosa;$809,280
Carlos Arroyo;$800,000
Brian Scalabrine;$800,000
Josh Howard;$773,400
Anthony Carter;$751,179
Vladimir Stepania;$751,179
Shammond Williams;$751,179
Damon Jones;$751,179
Adrian Griffin;$751,179
Mark Pope;$751,179
Bruno Sundov;$751,159
Eddie House;$750,000
Reggie Evans;$700,000
Doug Overton;$695,844
Raja Bell;$688,679
Milt Palacio;$688,679
Amal McCaskill;$688,679
Ansu Sesay;$688,679
Rafer Alston;$688,679
Scott Padgett;$688,679
Obinna Ekezie;$688,679
Oliver Miller;$686,838
Michael Ruffin;$663,679
Ruben Boumtje-Boumtje;$663,679
Donnell Harvey;$663,679
Mark Madsen;$663,679
Pepe Sanchez;$663,679
Brian Cardinal;$663,679
Jason Hart;$638,679
Jabari Smith Sr;$638,679
Trenton Hassell;$638,679
Loren Woods;$638,679
Bobby Simmons;$638,679
Jamison Brewer;$638,679
Mike Wilks;$638,679
Tremaine Fowlkes;$638,679
Jeff Trepagnier;$638,679
Chris Andersen;$638,679
Mike James;$638,679
Mengke Bateer;$636,679
Lonny Baxter;$636,679
Raul Lopez;$621,520
Dan Langhi;$603,786
Sean Marks;$596,295
Alton Ford;$586,082
Roger Mason;$563,679
Devin Brown;$563,679
Sam Clancy;$563,679
Robert Archibald;$563,679
Ronald Murray;$563,679
Dan Gadzuric;$563,679
Rasual Butler;$563,679
Jannero Pargo;$563,679
Jamal Sampson;$563,679
JR Bremer;$563,679
Carlos Boozer;$563,679
Tamar Slay;$563,679
Mikki Moore;$513,000
Zendon Hamilton;$485,619
Muggsy Bogues;$437,420
Steve Blake;$366,931
Maurice Williams;$366,931
Ben Handlogten;$366,931
Alex Garcia;$366,931
Darius Songaila;$366,931
Willie Green;$366,931
Kyle Korver;$366,931
Zaza Pachulia;$366,931
Keith Bogans;$366,931
Richie Frahm;$366,931
Keith McLeod;$366,931
Udonis Haslem;$366,931
Jerome Beasley;$366,931
Theron Smith;$366,931
Luke Walton;$366,931
Josh Moore;$366,931
James Jones;$366,931
Francisco Elson;$366,931
Marquis Daniels;$366,931
Jon Stefansson;$366,931
Jason Kapono;$366,931
Linton Johnson;$366,931
Brandon Hunter;$366,931
Travis Hansen;$366,931
Paul Grant;$350,581
Matt Carroll;$349,032
Kaniel Dickens;$264,011
Cherokee Parks;$228,946
Tyrone Hill;$221,829
Damone Brown;$202,508
Quincy Lewis;$202,341
Ben Davis;$176,369
Rodney Buford;$145,686
Tracy Murray;$143,537
Slavko Vranes;$129,768
Sean Lampley;$89,364
Shane Heal;$75,615
Torraye Braggs;$53,697
Britton Johnsen;$44,748
Jelani McCoy;$36,643
Derrick Dial;$32,375
